SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,Displacement_mm,Strain_micro,PorePressure_kPa,SeismicVibration_mm/s,SUBDIVISION_clean,latitude_rain,longitude_rain,latitude,longitude,dem_latitude,dem_longitude,dem_elevation,dem_slope,dem_aspect,crack_density,debris_entropy,debris_contrast,debris_homogeneity,vegetation_green_ratio,rockfall_risk
EAST MADHYA PRADESH,1956,14.1,5.5,6.6,1.7,25.9,187.9,525.3,415.2,184.9,73.3,53.7,21.8,1515.8,19.6,34.1,1313.3,148.8,15.02573477,148.8144721,73.53277368,1.876324536,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.04290625,5.826427358,940.2494266,0.140902648,0.680814583,1
EAST MADHYA PRADESH,1957,20.8,0.9,63.8,17.9,6.2,61.3,349.7,359.5,113.6,6.6,0.0,0.5,1000.8,21.8,87.9,884.1,7.1,14.20744358,141.5016386,54.5964691,1.638701609,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.044004167,6.225684231,713.3798812,0.11146982,0.680602083,1
EAST MADHYA PRADESH,1958,8.1,17.0,14.2,6.0,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1,1171.6,25.1,21.5,1011.8,113.1,11.2219486,112.6399579,50.64778803,2.220409899,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.040997917,4.41648797,111.3549875,0.645077222,0.697102083,1
EAST MADHYA PRADESH,1959,49.1,3.8,1.4,8.1,30.2,81.3,437.8,397.3,231.2,61.7,0.3,0.0,1302.4,52.9,39.8,1147.7,62.0,12.3073197,126.5277517,74.27653804,1.675933783,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.128377083,6.986997254,1083.162731,0.061127198,0.686035417,1
EAST MADHYA PRADESH,1960,46.8,0.1,24.6,6.2,1.3,113.1,376.3,495.3,82.7,104.8,0.0,0.8,1252.0,46.9,32.1,1067.4,105.6,11.22491639,110.0251297,74.46415591,1.044178895,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019758333,0.914715469,451.3939825,0.973815349,0.166166667,0
EAST MADHYA PRADESH,1961,29.0,11.2,3.8,5.8,8.4,132.9,499.4,462.9,358.4,65.7,7.5,13.7,1598.8,40.3,18.0,1453.7,86.8,17.47638394,175.4589829,70.05127652,1.889718733,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.04103125,5.906259812,156.4800334,0.25333124,0.72356875,1
EAST MADHYA PRADESH,1962,12.8,23.1,21.5,9.5,9.5,55.5,327.2,325.7,229.5,1.4,1.7,51.0,1068.4,36.0,40.4,937.9,54.1,10.32155165,102.9899021,48.51127105,1.321727474,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020804167,1.454344209,60.69786489,0.931292157,0.176227083,0
EAST MADHYA PRADESH,1963,7.2,13.5,5.7,16.2,10.7,147.9,274.2,364.4,243.6,27.9,7.7,1.2,1120.1,20.7,32.5,1030.1,36.8,9.902253923,94.39308971,50.68568492,2.102159942,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019827083,0.820558663,539.1509341,0.978117187,0.168785417,0
EAST MADHYA PRADESH,1964,0.2,8.1,2.2,1.3,2.5,131.5,360.1,433.0,226.0,21.3,0.9,0.2,1187.3,8.3,6.0,1150.6,22.4,14.51560806,144.5877472,85.68886205,1.406434834,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020725,4.914548293,130.4739804,0.309282649,0.169010417,1
EAST MADHYA PRADESH,1965,4.6,0.9,15.3,12.5,0.6,68.5,205.9,185.0,184.2,11.2,0.1,9.1,697.8,5.4,28.4,643.5,20.5,9.817206009,97.45376244,30.59099895,1.755993598,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.0389375,2.122323921,253.5795705,0.948485854,0.675360417,0
EAST MADHYA PRADESH,1966,13.2,3.8,1.9,0.7,7.6,210.7,253.4,262.0,51.0,2.2,34.0,8.8,849.1,17.0,10.1,777.0,45.0,7.290152869,72.07612586,59.23125442,2.091293902,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.02078125,1.461311092,65.11690992,0.931059527,0.165852083,0
EAST MADHYA PRADESH,1967,0.2,0.0,53.3,1.1,2.1,118.5,396.5,481.2,262.0,5.8,1.1,86.0,1407.8,0.2,56.5,1258.3,92.9,10.3449201,103.6079983,57.72368005,1.893770637,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.04390625,6.492057337,867.4423457,0.090579387,0.680141667,1
EAST MADHYA PRADESH,1968,35.7,12.1,8.8,3.5,1.2,101.9,355.8,281.3,151.5,20.4,0.0,1.5,973.6,47.8,13.4,890.4,22.0,11.75102738,117.8886415,38.78349034,2.125215142,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.045814583,1.556638088,790.6629837,0.954081418,0.684729167,1
EAST MADHYA PRADESH,1969,8.3,2.7,1.1,0.7,9.7,41.7,553.4,392.8,198.3,0.0,33.2,0.0,1242.1,11.1,11.6,1186.3,33.2,11.05174035,108.3559276,55.23895468,9.409026637,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020927083,1.185286864,114.1838532,0.951918915,0.1699875,0
EAST MADHYA PRADESH,1970,60.6,29.4,36.3,1.4,12.5,198.2,268.5,481.2,250.6,3.6,0.0,0.0,1342.2,90.0,50.1,1198.5,3.6,15.0032512,156.3960857,58.65310689,1.42103315,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.07974375,6.416694738,651.3675834,0.062644773,0.163564583,1
EAST MADHYA PRADESH,1971,34.6,8.3,11.4,13.6,30.0,356.6,507.9,286.3,159.2,110.9,0.0,0.0,1518.7,42.9,55.0,1309.9,110.9,11.24679236,106.6205205,73.25601266,1.96780123,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019764583,5.145442336,54.11512302,0.262461057,0.159339583,0
EAST MADHYA PRADESH,1972,0.4,10.4,0.1,2.3,0.2,54.1,207.7,555.7,140.8,25.4,34.9,6.2,1038.3,10.9,2.7,958.3,66.5,12.16819468,118.0770962,44.82721797,0.335248101,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.04244375,5.890021716,1021.261693,0.131080127,0.68813125,1
EAST MADHYA PRADESH,1973,1.0,29.3,0.1,1.0,1.1,54.8,440.4,430.2,205.2,81.7,0.0,7.6,1252.3,30.3,2.3,1130.5,89.2,10.10065614,114.9063795,54.42158407,2.123666651,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.187275,6.844460076,889.1400459,0.047691862,0.17855,1
EAST MADHYA PRADESH,1974,0.2,6.8,1.3,0.1,4.2,98.8,303.2,420.0,55.0,76.3,5.1,0.2,971.1,7.0,5.6,876.9,81.6,11.17252824,106.5353256,60.13971996,1.849592935,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.040833333,5.430656506,176.8125083,0.347913561,0.693127083,1
EAST MADHYA PRADESH,1975,11.8,11.3,13.1,0.1,1.4,190.4,371.8,568.5,171.8,94.0,0.1,0.0,1434.5,23.1,14.6,1302.5,94.2,14.37354614,136.966688,83.96293623,1.508275118,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.041575,6.44486244,745.6353211,0.095377033,0.683322917,1
EAST MADHYA PRADESH,1976,13.5,2.4,5.6,14.6,10.7,84.7,370.6,366.6,173.5,0.3,12.3,0.9,1055.6,15.9,30.9,995.3,13.5,8.648121161,90.15359534,62.27296498,2.157859711,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.04251875,1.553668489,756.5604545,0.954904762,0.687952083,1
EAST MADHYA PRADESH,1977,10.3,4.6,4.6,7.4,7.7,275.8,340.2,420.5,167.9,61.7,66.6,4.9,1372.2,14.9,19.7,1204.4,133.2,12.90792737,118.6936745,73.84998956,2.586348789,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019858333,0.901380009,398.2610509,0.973903435,0.167647917,0
EAST MADHYA PRADESH,1978,22.3,73.6,30.5,5.0,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8,1392.6,95.8,35.8,1191.8,69.3,15.29863691,151.8099996,70.55743066,1.761991126,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020129167,5.756210976,642.7639345,0.10468881,0.167983333,1
EAST MADHYA PRADESH,1979,47.5,45.4,2.5,0.4,11.2,98.9,243.8,226.7,64.5,6.0,61.3,1.5,809.8,93.0,14.2,633.9,68.8,8.309788906,93.82701369,35.51969309,1.527592755,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.0208125,1.431968781,66.82418265,0.93169562,0.177447917,0
EAST MADHYA PRADESH,1980,9.5,4.0,4.0,0.6,1.3,250.1,372.0,516.7,174.9,2.4,0.3,33.3,1369.2,13.5,5.9,1313.7,36.0,14.86082596,140.88358,58.92842495,2.082512631,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019429167,0.909872694,243.475146,0.973761111,0.162941667,0
EAST MADHYA PRADESH,1981,13.6,1.1,24.3,2.1,14.8,152.0,338.9,270.2,193.8,4.0,5.5,15.8,1036.0,14.7,41.1,954.9,25.4,14.31288117,133.2189893,55.42995703,1.332196667,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019485417,0.902516385,164.8369224,0.973910424,0.161283333,0
EAST MADHYA PRADESH,1982,86.0,13.4,9.7,1.7,21.4,97.1,271.7,585.4,160.6,26.5,22.2,1.5,1297.3,99.4,32.8,1114.9,50.2,9.844516777,90.94926176,53.12869607,1.669809315,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020175,4.303794016,480.6690221,0.265548377,0.167022917,0
EAST MADHYA PRADESH,1983,10.5,12.4,0.2,7.9,10.3,98.1,350.9,319.8,396.4,64.9,0.0,4.1,1275.5,22.9,18.4,1165.2,69.0,15.98942515,164.3860493,53.83579071,2.611201081,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019441667,0.913851443,360.809779,0.97373105,0.165052083,0
EAST MADHYA PRADESH,1984,53.7,37.6,0.0,3.4,2.0,91.4,202.0,590.3,114.0,14.8,0.0,1.5,1110.6,91.3,5.3,997.6,16.4,11.31471188,118.7710024,67.05913256,2.031089615,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.041075,2.677059033,116.8443599,0.871898623,0.69828125,1
EAST MADHYA PRADESH,1985,42.7,6.2,0.3,5.5,3.2,94.9,398.1,340.2,127.0,97.2,0.0,0.0,1115.4,48.9,9.1,960.2,97.2,9.356431903,91.00137505,74.77649042,1.060266518,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.01975625,0.915177777,458.5752961,0.973813354,0.166185417,0
EAST MADHYA PRADESH,1986,11.7,99.0,19.8,1.4,11.6,186.8,317.2,243.0,82.5,14.0,1.1,41.1,1029.2,110.6,32.9,829.4,56.2,7.631372749,79.72978951,55.39295138,1.101504176,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.039033333,2.207869596,570.0669475,0.935615456,0.681770833,0
EAST MADHYA PRADESH,1987,37.7,44.9,8.0,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6,1116.1,82.6,16.2,915.4,101.9,10.78275922,114.7788688,66.86957152,2.081042846,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.037022917,5.780203027,48.36119892,0.330699714,0.67833125,1
EAST MADHYA PRADESH,1988,7.1,17.6,4.6,5.6,4.1,199.1,363.7,338.1,107.5,19.9,0.0,2.2,1069.4,24.7,14.3,1008.3,22.1,12.53730022,134.3097343,51.01151683,2.431195288,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019814583,0.906902271,432.3419892,0.97395117,0.165566667,0
EAST MADHYA PRADESH,1989,0.4,0.0,18.5,0.0,3.4,190.3,197.7,358.9,125.3,1.4,1.5,23.6,920.9,0.4,21.9,872.2,26.5,8.953901759,88.30734119,32.66825814,1.191189271,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.0205625,1.201276486,54.45465388,0.9510933,0.162472917,0
EAST MADHYA PRADESH,1990,0.8,31.1,2.2,2.1,32.0,315.2,334.7,285.7,331.3,37.3,0.0,7.5,1380.0,31.9,36.4,1266.9,44.9,16.82230986,156.71574,75.12171619,2.224856304,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.097554167,6.942124584,1019.413426,0.062698644,0.683789583,1
EAST MADHYA PRADESH,1991,3.5,7.8,16.1,3.4,2.6,98.6,319.3,488.1,67.3,5.1,2.9,2.1,1016.9,11.3,22.0,973.4,10.2,7.26664862,68.56209159,56.53789323,2.665171754,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.040966667,5.517148776,88.91083611,0.410436554,0.725804167,0
EAST MADHYA PRADESH,1992,0.0,0.0,0.5,0.4,7.1,38.4,295.4,465.7,235.6,7.9,0.1,0.0,1051.1,0.1,8.0,1035.1,8.0,10.4868221,102.7342001,53.27168554,2.943929494,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020785417,1.190402821,114.4297581,0.951151494,0.172629167,0
EAST MADHYA PRADESH,1993,0.0,12.2,15.8,1.0,5.5,105.6,252.9,288.1,415.9,21.7,0.1,0.0,1118.9,12.2,22.3,1062.5,21.9,8.684213111,85.54743713,53.52124542,2.16561138,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020985417,1.432548638,86.04819433,0.931594575,0.16946875,0
EAST MADHYA PRADESH,1994,9.5,10.7,0.0,9.9,1.0,264.7,550.2,512.1,150.5,24.8,0.4,0.0,1533.7,20.2,10.9,1477.5,25.1,16.06426377,159.7033406,86.30710579,2.253401297,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.045939583,1.600534457,850.1664408,0.951733983,0.683697917,1
EAST MADHYA PRADESH,1995,24.1,8.9,47.0,3.2,2.1,81.0,361.9,355.3,128.7,5.2,2.1,12.8,1032.3,33.1,52.3,926.9,20.1,12.09677478,126.5622208,41.75766967,0.933407786,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.038754167,1.562366028,863.026397,0.952242296,0.684833333,1
EAST MADHYA PRADESH,1996,39.1,15.9,3.5,1.9,0.9,67.2,312.4,369.5,129.0,47.3,0.0,0.0,986.6,55.0,6.2,878.1,47.3,9.024476413,96.61690626,41.59219421,3.049876274,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.041008333,2.667040368,102.3316368,0.872510871,0.69956875,0
EAST MADHYA PRADESH,1997,4.0,0.0,0.6,7.4,3.3,95.1,449.1,358.9,198.0,61.6,76.4,102.6,1357.1,4.0,11.3,1101.1,240.6,8.362572287,82.7673546,57.77393493,1.712254893,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.020010417,4.549536561,507.2414616,0.228363068,0.16810625,0
EAST MADHYA PRADESH,1998,29.7,5.7,24.1,5.2,2.9,84.4,297.2,323.3,187.1,20.4,33.4,0.0,1013.4,35.4,32.2,892.1,53.8,10.53189629,110.8113873,51.51972963,1.533264421,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.040316667,5.884090584,180.0306922,0.265333756,0.69228125,1
EAST MADHYA PRADESH,1999,1.5,21.2,0.0,0.0,4.8,122.5,336.3,355.9,522.7,79.0,0.0,0.0,1443.9,22.7,4.8,1337.4,79.0,15.3124771,154.9130779,61.31606988,1.872396933,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.019641667,0.895127751,526.7191159,0.974173764,0.165783333,0
EAST MADHYA PRADESH,2000,0.1,0.0,0.1,0.1,7.4,167.5,377.7,208.2,111.4,1.8,0.0,0.0,874.2,0.1,7.5,864.9,1.8,9.55058951,95.82842496,36.86757819,2.755836707,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.037777083,2.613780138,117.1109008,0.87425966,0.698127083,0
EAST MADHYA PRADESH,2001,2.3,0.8,2.4,23.0,12.4,255.5,468.4,243.9,50.4,110.0,1.0,0.0,1170.1,3.1,37.7,1018.2,111.0,14.17256438,146.2583646,51.44744438,3.104023024,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.210108333,7.210068077,888.9909091,0.04736475,0.655177083,1
EAST MADHYA PRADESH,2002,1.8,29.6,1.2,0.2,5.2,93.5,84.7,491.8,192.1,43.1,5.6,1.2,950.2,31.5,6.6,862.2,49.9,7.359892641,73.96018665,44.90391668,2.06270434,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.037764583,5.190003387,181.6488595,0.387157305,0.697710417,0
EAST MADHYA PRADESH,2003,0.7,59.6,2.2,1.0,0.4,119.9,366.8,370.2,493.3,20.5,0.5,2.9,1438.1,60.3,3.7,1350.2,23.8,15.74143221,167.703378,57.03125554,2.499042086,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.039904167,6.30724127,872.5279504,0.101404181,0.684191667,1
EAST MADHYA PRADESH,2004,19.8,0.4,0.0,1.7,3.9,208.1,203.1,369.1,119.9,25.2,4.1,0.0,955.3,20.2,5.7,900.2,29.3,11.93801502,112.1880944,48.63704992,2.021602024,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.07469375,6.308986441,909.3431464,0.068538452,0.1685875,1
EAST MADHYA PRADESH,2005,35.2,10.6,27.4,3.4,41.7,163.9,597.2,256.6,198.4,27.6,0.0,4.4,1366.4,45.8,72.5,1216.1,32.0,10.10682483,98.49239382,80.79303651,1.481102263,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.0206125,4.455017564,54.34226647,0.478928662,0.164279167,0
EAST MADHYA PRADESH,2006,0.0,0.0,50.3,14.2,18.0,56.3,373.8,328.3,74.1,13.0,12.3,3.0,943.4,0.0,82.5,832.6,28.4,10.07330365,100.100442,48.52491372,2.738371835,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.045858333,1.59356772,831.455171,0.952303659,0.6839625,1
EAST MADHYA PRADESH,2007,7.0,26.3,8.6,2.9,6.2,74.8,207.8,162.6,130.1,3.1,22.8,1.5,653.8,33.3,17.7,575.3,27.5,5.529640338,57.49366683,48.10321145,1.68893626,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.03925625,2.259368154,841.1459716,0.923374788,0.684920833,0
EAST MADHYA PRADESH,2008,1.4,4.1,8.9,2.5,5.3,307.6,268.2,270.2,116.1,15.5,3.0,0.4,1003.2,5.5,16.7,962.2,18.9,9.868954654,105.029349,63.49998186,2.767765387,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.0207625,1.214156216,77.92892827,0.950099893,0.163233333,0
EAST MADHYA PRADESH,2009,14.8,1.0,1.8,2.7,3.7,35.3,317.6,191.3,208.7,68.9,79.2,19.0,943.9,15.7,8.2,752.8,167.1,10.13435297,101.2215368,54.97235047,2.649270665,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.03779375,5.496397768,91.71810259,0.406206934,0.721616667,0
EAST MADHYA PRADESH,2010,2.9,10.4,0.1,0.7,1.7,58.4,363.3,271.9,213.4,23.6,10.9,3.3,960.4,13.2,2.4,907.0,37.8,8.629542872,79.18428047,48.76685843,2.307018132,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.02061875,4.248372423,111.0565659,0.438341066,0.171391667,0
EAST MADHYA PRADESH,2011,0.6,1.9,0.3,7.1,4.7,332.5,323.6,326.9,276.5,1.1,0.0,0.0,1275.2,2.5,12.1,1259.4,1.1,11.40058384,118.2184079,63.98500388,2.914487378,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.040883333,5.913044815,158.8659153,0.253928738,0.717989583,1
EAST MADHYA PRADESH,2012,39.4,0.7,0.6,1.1,1.2,67.8,398.9,351.7,172.6,12.7,3.8,2.7,1053.1,40.0,2.9,990.9,19.2,10.59930483,109.7678422,60.29299772,3.116173017,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.037433333,5.369454934,78.03444329,0.477426874,0.697225,1
EAST MADHYA PRADESH,2013,2.0,43.4,14.1,9.5,0.3,311.9,456.2,480.8,78.0,124.2,0.5,1.0,1521.9,45.4,23.9,1326.9,125.7,13.04450812,120.7357879,72.1782939,1.912378319,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.039035417,2.24619527,419.3287865,0.923053653,0.679460417,1
EAST MADHYA PRADESH,2014,32.1,49.7,17.8,5.1,2.5,91.8,283.4,231.8,139.6,56.4,1.9,12.9,924.9,81.8,25.3,746.6,71.2,7.077349742,70.75447675,27.41979249,1.595602941,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.037854167,5.607020883,86.12071935,0.30315499,0.67670625,0
EAST MADHYA PRADESH,2015,37.3,11.0,73.4,25.8,6.3,139.2,262.2,272.1,71.6,38.2,1.2,0.9,939.2,48.3,105.5,745.1,40.3,10.75074657,99.55675651,51.88004054,1.067865081,EAST MADHYA PRADESH,23.83,80.39,23.83,80.39,8,80.38888889,114,65.90515745,296.5650512,0.040739583,2.741026664,90.68097998,0.900940293,0.673245833,0
GUJARAT REGION,1901,4.2,0.0,0.6,1.6,7.0,60.3,240.2,205.4,18.1,16.6,0.0,0.3,554.3,4.2,9.2,524.0,17.0,3.24541193,29.13086381,16.4043137,3.122341128,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.020039583,5.473185513,651.6733278,0.120084395,0.166854167,0
GUJARAT REGION,1902,3.9,0.0,0.0,0.6,1.0,32.8,229.8,299.0,281.2,2.3,1.5,11.9,863.9,3.9,1.5,842.8,15.7,9.971625002,95.20220538,33.57358772,1.780158996,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.01995625,0.83621809,521.7015179,0.977274066,0.16834375,0
GUJARAT REGION,1903,0.3,0.1,1.4,0.0,12.3,30.1,452.9,202.0,183.2,5.4,0.0,0.0,887.6,0.3,13.6,868.2,5.4,9.801182586,102.0581493,44.38223948,2.567518429,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.04128125,5.250614814,92.83729566,0.547518994,0.692964583,0
GUJARAT REGION,1904,0.8,10.6,16.8,0.2,3.9,48.3,194.8,71.8,138.0,6.1,0.1,1.2,492.6,11.3,20.9,453.0,7.4,1.474386542,15.3280163,23.67875122,1.629372316,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.040785417,5.580259211,53.49880525,0.402629676,0.680097917,0
GUJARAT REGION,1905,0.1,0.7,1.1,0.3,0.0,20.1,668.3,37.9,81.3,1.4,0.2,0.1,811.5,0.8,1.3,807.6,1.7,6.759870695,61.17075195,26.45424394,2.76913282,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.040377083,1.509488923,985.7017681,0.958422389,0.6866875,0
GUJARAT REGION,1906,0.0,12.7,0.0,0.0,0.1,177.5,311.5,247.1,134.8,5.9,0.0,0.9,890.6,12.7,0.2,870.9,6.8,11.29421881,117.3425179,46.18491564,1.649941204,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.0459875,1.519164689,1066.515482,0.954443924,0.683697917,1
GUJARAT REGION,1907,0.3,14.6,0.2,2.1,0.4,72.4,325.0,564.4,17.5,0.0,0.0,0.0,997.0,15.0,2.7,979.3,0.0,8.007668938,72.90766026,59.51139661,1.404140433,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.044764583,5.972967868,1046.402517,0.123330443,0.6825,1
GUJARAT REGION,1908,5.2,0.3,0.2,0.0,0.1,67.5,562.1,366.0,25.1,1.0,0.0,0.0,1027.5,5.5,0.3,1020.7,1.0,9.346191475,95.11248371,40.0915843,1.895746785,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.044185417,6.259721132,838.3014366,0.111141867,0.68095,1
GUJARAT REGION,1909,0.1,0.5,0.1,5.5,2.6,160.5,415.6,242.6,143.3,1.5,0.0,5.5,977.8,0.6,8.2,962.0,7.0,10.70212179,102.9511645,61.61483331,1.73411215,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.038816667,2.11339597,227.4379024,0.948771673,0.67464375,0
GUJARAT REGION,1910,0.6,0.0,0.0,0.1,0.0,262.6,290.2,338.5,44.7,23.1,14.8,0.0,974.6,0.6,0.1,936.0,37.9,11.31278102,111.2994248,33.12829175,2.298149893,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.041047917,2.661831387,102.7472331,0.872871624,0.723022917,0
GUJARAT REGION,1911,3.5,0.0,18.9,0.0,0.9,158.0,66.7,93.4,57.7,0.5,3.8,0.1,403.5,3.5,19.8,375.8,4.4,3.531922228,37.84057602,41.34824144,1.974302536,GUJARAT REGION,22.3,73.2,22.3,73.2,8,80.0,58,83.92378853,64.79887635,0.019866667,5.996335125,430.6925042,0.08725476,0.163616667,0
